,graph_id,num_nodes,label
0,DE010004000001,66,0
1,DE010055000041,42,0
2,DE051070000032,57,0
3,DE051070000052,42,0
4,DE057054000020,30,0
5,DE057054000028,57,0
6,DE057054000044,39,0
7,DE057054000048,33,0
8,DE057058000012,57,0
9,DE064040000009,63,0
10,DE057058000036,53,0
11,DE057062000028,61,0
12,DE057062000032,42,0
13,DE064037000002,64,0
14,DE064037000011,87,0
15,DE065031000005,72,0
16,DE065031000008,53,0
17,DE065031000011,53,0
18,DE057066000040,42,0
19,DE057066000052,75,0
20,DE065032000006,80,0
21,DE065032000023,72,0
22,DE057066000064,45,0
23,DE057070000008,48,0
24,DE057074000004,46,0
25,DE064039000008,66,0
26,DE065033000018,74,0
27,DE057074000012,39,0
28,DE057074000024,45,0
29,DE030455000025,38,0
30,DE030455000027,38,0
31,DE065034000007,63,0
32,DE065034000008,55,0
33,DE065034000010,78,0
34,DE065034000018,74,0
35,DE053016000001,83,0
36,DE053034000012,55,0
37,DE053058000008,58,0
38,DE053058000016,91,0
39,DE059054000016,77,0
40,DE059054000036,87,0
41,DE065035000008,62,0
42,DE065035000009,56,0
43,DE065035000010,74,0
44,DE065035000013,87,0
45,DE053058000060,28,0
46,DE053062000004,38,0
47,DE059062000008,87,0
48,DE059062000012,73,0
49,DE030457000012,15,0
50,DE030457000021,29,0
51,DE066031000007,57,0
52,DE066031000010,70,0
53,DE053062000036,25,0
54,DE059062000028,68,0
55,DE059062000032,107,0
56,DE059062000040,96,0
57,DE030458000014,49,0
58,DE066031000011,55,0
59,DE066031000012,42,0
60,DE066031000013,65,0
61,DE066031000016,59,0
62,DE066032000002,85,0
63,DE053070000012,41,0
64,DE053070000040,55,0
65,DE053074000020,79,0
66,DE059066000024,99,0
67,DE059066000028,91,0
68,DE059070000008,61,0
69,DE059070000012,43,0
70,DE059070000020,82,0
71,DE059070000024,82,0
72,DE059070000044,86,0
73,DE059074000004,27,0
74,DE030459401007,30,0
75,DE066032000018,90,0
76,DE053074000032,52,0
77,DE053078000004,74,0
78,DE053078000032,81,0
79,DE059074000016,24,0
80,DE059074000040,39,0
81,DE059074000048,35,0
82,DE059074000052,27,0
83,DE030459403011,34,0
84,DE030459403017,30,0
85,DE030460000001,17,0
86,DE030460000003,19,0
87,DE030460000004,36,0
88,DE066033000013,62,0
89,DE053082000012,59,0
90,DE053082000016,71,0
91,DE053082000024,73,0
92,DE053082000036,52,0
93,DE053082000048,46,0
94,DE059078000036,40,0
95,DE059078000040,40,0
96,DE030460000009,50,0
97,DE030460000010,36,0
98,DE030461000001,26,0
99,DE030461000007,21,0
100,DE066033000029,60,0
101,DE055054000016,40,0
102,DE055054000020,53,0
103,DE055054000044,41,0
104,DE055054000048,47,0
105,DE064031000013,55,0
106,DE064031000021,62,0
107,DE066034000001,54,0
108,DE066034000003,44,0
109,DE066034000004,57,0
110,DE066034000005,61,0
111,DE055054000056,43,0
112,DE055054000064,32,0
113,DE055058000032,31,0
114,DE064032000010,84,0
115,DE051019000001,68,0
116,DE051020000001,80,0
117,DE051022000001,85,0
118,DE051054000008,66,0
119,DE066034000022,67,0
120,DE055062000024,74,0
121,DE055066000008,35,0
122,DE064033000011,42,0
123,DE051054000024,45,0
124,DE051054000040,60,0
125,DE051054000052,50,0
126,DE051054000064,68,0
127,DE051058000028,69,0
128,DE066035000008,61,0
129,DE055066000040,59,0
130,DE055066000044,46,0
131,DE055066000088,70,0
132,DE055066000092,55,0
133,DE064034000013,70,0
134,DE064035000003,68,0
135,DE064035000004,83,0
136,DE064035000014,77,0
137,DE051058000032,78,0
138,DE051062000004,53,0
139,DE051062000012,26,0
140,DE051066000016,54,0
141,DE066035000018,79,0
142,DE066035000022,76,0
143,DE066036000001,65,0
144,DE055070000032,38,0
145,DE055070000036,37,0
146,DE030353000005,68,0
147,DE030452000025,74,0
148,DE030452000027,26,0
149,DE030159000019,56,0
150,DE030159000034,77,0
151,DE030453000001,42,0
152,DE030453000003,16,0
153,DE030453000004,34,0
154,DE030453000009,22,0
155,DE030354406004,50,0
156,DE030454000044,30,0
157,DE030241000005,65,0
158,DE030241000010,66,0
159,DE030354407002,29,0
160,DE030354407018,42,0
161,DE030454403026,24,0
162,DE030251000037,60,0
163,DE030355000022,62,0
164,DE030251402017,34,0
165,DE030356000005,27,0
166,DE030356000011,33,0
167,DE030254000002,52,0
168,DE030151000025,65,0
169,DE030254000029,16,0
170,DE030254000044,24,0
171,DE030254000045,29,0
172,DE030254406043,30,0
173,DE010059000183,64,0
174,DE030151403007,48,0
175,DE030151403028,30,0
176,DE030255000023,64,0
177,DE030357408021,50,0
178,DE030357408057,52,0
179,DE030153000008,28,0
180,DE030359000010,53,0
181,DE030256408004,28,0
182,DE030256408034,33,0
183,DE030154000014,46,0
184,DE030360404018,28,0
185,DE030155000005,65,0
186,DE030155000006,53,0
187,DE030155000007,42,0
188,DE030155000009,48,0
189,DE030360405007,40,0
190,DE030157000007,39,0
191,DE030157000009,29,0
192,DE030158000037,31,0
193,DE030158000039,32,0
194,DE030361000003,45,0
195,DE030361000006,55,0
196,DE030361000012,53,0
197,DE030451000001,37,0
198,DE030159000001,59,0
199,DE030159000013,48,0
200,DE081025002006,46,0
201,DE082016002007,100,0
202,DE082016004017,61,0
203,DE083025003049,71,0
204,DE082025001032,89,0
205,DE083025005053,49,0
206,DE083025006057,97,0
207,DE083026000068,22,0
208,DE083036000087,78,0
209,DE083036000107,71,0
210,DE084037003078,80,0
211,DE083026002017,30,0
212,DE082026001013,95,0
213,DE083027003018,75,0
214,DE083027003025,82,0
215,DE083037001022,43,0
216,DE083037004128,62,0
217,DE083037007126,81,0
218,DE081025004026,51,0
219,DE084015000061,83,0
220,DE084015000073,101,0
221,DE081026000072,60,0
222,DE081026002056,53,0
223,DE081026003046,52,0
224,DE081027000008,47,0
225,DE082037000045,32,0
226,ES6121061,76,1
227,ES6104103,78,1
228,ES6104901,62,1
229,ES6114015,47,1
230,ES6114017,57,1
231,ES6121077,62,1
232,ES6111004,74,1
233,ES6111014,62,1
234,ES6114030,74,1
235,ES6114033,40,1
236,ES6111029,68,1
237,ES6111030,47,1
238,ES6111034,61,1
239,ES6111037,15,1
240,ES6111042,65,1
241,ES6123048,38,1
242,ES6123049,29,1
243,ES6118003,71,1
244,ES6118017,60,1
245,ES6118068,78,1
246,ES6118069,61,1
247,ES6118071,71,1
248,ES6118078,86,1
249,ES6118086,65,1
250,ES6118087,97,1
251,ES6118107,71,1
252,ES6118108,52,1
253,ES6118134,88,1
254,ES6118136,70,1
255,ES6118137,55,1
256,ES6118141,67,1
257,ES6118150,121,1
258,ES6118171,36,1
259,ES6104002,61,1
260,ES6104005,37,1
261,ES6118184,79,1
262,ES6118903,59,1
263,ES6118906,85,1
264,ES6104031,77,1
265,ES6121009,80,1
266,ES6104043,51,1
267,ES6104047,43,1
268,ES6121016,60,1
269,ES6104064,77,1
270,ES6104065,60,1
271,ES6737237,53,1
272,ES6709358,38,1
273,ES6709361,66,1
274,ES6724214,84,1
275,ES6737269,82,1
276,ES6709391,46,1
277,ES6709395,70,1
278,ES6709409,71,1
279,ES6737285,53,1
280,ES6734011,28,1
281,ES6734029,25,1
282,ES6734121,51,1
283,ES6734135,87,1
284,ES6737306,66,1
285,ES6709463,63,1
286,ES6734037,60,1
287,ES6734055,12,1
288,ES6734169,27,1
289,ES6639086,47,1
290,ES6639092,62,1
291,ES6639093,84,1
292,ES6734182,47,1
293,ES6709026,42,1
294,ES6639097,47,1
295,ES6639102,62,1
296,ES6734231,26,1
297,ES6734245,54,1
298,ES6709056,46,1
299,ES6724015,81,1
300,ES6705037,51,1
301,ES6734901,23,1
302,ES6734903,16,1
303,ES6724026,11,1
304,ES6737025,47,1
305,ES6724046,90,1
306,ES6724052,76,1
307,ES6724055,59,1
308,ES6724059,88,1
309,ES6724063,78,1
310,ES6709151,58,1
311,ES6709155,53,1
312,ES6709163,41,1
313,ES6724088,22,1
314,ES6705102,53,1
315,ES6737081,28,1
316,ES6737082,30,1
317,ES6737086,53,1
318,ES6737087,71,1
319,ES6709175,85,1
320,ES6709189,60,1
321,ES6724093,78,1
322,ES6724098,57,1
323,ES6724100,55,1
324,ES6724102,76,1
325,ES6724106,19,1
326,ES6724125,73,1
327,ES6705163,50,1
328,ES6705165,38,1
329,ES6737135,51,1
330,ES6737149,38,1
331,ES6709246,33,1
332,ES6724133,56,1
333,ES6724134,61,1
334,ES6705184,40,1
335,ES6705201,54,1
336,ES6737173,48,1
337,ES6709256,35,1
338,ES6709272,51,1
339,ES6724199,60,1
340,ES6705241,64,1
341,ES6737211,37,1
342,ES6250210,47,1
343,ES6250218,28,1
344,ES6538053,40,1
345,ES6538901,22,1
346,ES6141083,44,1
347,ES6244074,53,1
348,ES6244082,47,1
349,ES6250232,78,1
350,ES6250235,32,1
351,ES6639004,89,1
352,ES6639013,53,1
353,ES6639014,67,1
354,ES6639017,62,1
355,ES6222006,60,1
356,ES6222014,30,1
357,ES6222017,39,1
358,ES6244103,72,1
359,ES6244118,65,1
360,ES6250249,57,1
361,ES6250263,48,1
362,ES6639030,81,1
363,ES6639034,49,1
364,ES6639046,68,1
365,ES6244138,36,1
366,ES6244147,118,1
367,ES6250266,49,1
368,ES6250271,31,1
369,ES6250288,28,1
370,ES6250290,56,1
371,ES6639050,38,1
372,ES6639052,93,1
373,ES6639067,104,1
374,ES6222051,79,1
375,ES6222052,49,1
376,ES6222060,38,1
377,ES6244151,55,1
378,ES6244153,19,1
379,ES6244154,47,1
380,ES6244155,49,1
381,ES6244168,24,1
382,ES6244172,66,1
383,ES6250903,53,1
384,ES6123067,67,1
385,ES6123080,57,1
386,ES6222078,28,1
387,ES6244174,39,1
388,ES6244179,58,1
389,ES6333010,87,1
390,ES6123090,50,1
391,ES6222099,14,1
392,ES6222105,71,1
393,ES6222114,48,1
394,ES6244209,21,1
395,ES6333022,45,1
396,ES6333023,79,1
397,ES6333025,61,1
398,ES6333031,116,1
399,ES6123099,44,1
400,ES6123101,90,1
401,ES6123903,21,1
402,ES6222124,32,1
403,ES6222136,24,1
404,ES6333043,53,1
405,ES6333047,73,1
406,ES6129007,71,1
407,ES6129008,66,1
408,ES6222143,71,1
409,ES6222149,45,1
410,ES6244264,56,1
411,ES6333052,71,1
412,ES6333056,106,1
413,ES6333071,68,1
414,ES6333074,76,1
415,ES6333075,65,1
416,ES6407005,78,1
417,ES6129072,43,1
418,ES6222200,43,1
419,ES6222205,41,1
420,ES6250038,66,1
421,ES6407010,67,1
422,ES6407024,86,1
423,ES6129075,71,1
424,ES6129076,64,1
425,ES6129088,39,1
426,ES6222227,66,1
427,ES6250073,36,1
428,ES6129095,17,1
429,ES6141005,44,1
430,ES6250081,49,1
431,ES6407043,94,1
432,ES6407051,109,1
433,ES6407055,69,1
434,ES6244002,49,1
435,ES6250113,42,1
436,ES6250119,34,1
437,ES6535002,60,1
438,ES6141058,48,1
439,ES6244022,84,1
440,ES6244029,60,1
441,ES6244031,27,1
442,ES6250153,55,1
443,ES6538006,65,1
444,ES6538013,43,1
445,ES6141074,69,1
446,ES6141082,30,1
447,ES6244042,15,1
448,ES6244043,44,1
449,ES6244049,111,1
450,ES6244053,30,1
451,ES6244054,33,1
452,FR24282330,6,2
453,FR24183185,68,2
454,FR24362093,20,2
455,FR24183279,56,2
456,FR24362202,59,2
457,FR27393478,55,2
458,FR24453191,27,2
459,FR24413046,52,2
460,FR24413161,62,2
461,FR24413176,50,2
462,FR24413296,47,2
463,FR24451108,75,2
464,FR24373133,40,2
465,FR27213704,33,2
466,FR24452146,65,2
467,FR28612007,51,2
468,FR28612339,53,2
469,FR28613196,47,2
470,FR28613309,42,2
471,FR28501256,61,2
472,FR28504099,33,2
473,FR28501487,60,2
474,FR28502082,56,2
475,FR28611211,47,2
476,FR28144027,59,2
477,FR27713239,49,2
478,FR44522023,42,2
479,FR44103287,25,2
480,FR44522332,55,2
481,FR44523411,69,2
482,FR44521140,44,2
483,FR44103003,37,2
484,FR53292162,53,2
485,FR53292175,75,2
486,FR53292227,69,2
487,FR53294049,66,2
488,FR53292275,76,2
489,FR53294232,117,2
490,FR53561177,116,2
491,FR53294004,81,2
492,FR52852003,56,2
493,FR53351167,44,2
494,FR52852051,71,2
495,FR52722137,39,2
496,FR52852109,93,2
497,FR52852178,52,2
498,FR52852191,82,2
499,FR53224136,64,2
500,FR53224203,81,2
501,FR53352168,96,2
502,FR53353133,71,2
503,FR52853288,84,2
504,FR52851090,92,2
505,FR53222013,78,2
506,FR53292042,85,2
507,FR53222061,85,2
508,FR52721154,93,2
509,FR52442087,68,2
510,FR44678482,60,2
511,FR52443005,63,2
512,FR52443021,42,2
513,FR52443069,94,2
514,FR52443072,83,2
515,FR52443168,29,2
516,FR44881487,66,2
517,FR52445007,53,2
518,FR52445073,42,2
519,FR52491220,67,2
520,FR52492099,84,2
521,FR75402085,44,2
522,FR75402319,43,2
523,FR75402135,49,2
524,FR75402164,62,2
525,FR75402182,49,2
526,FR75402229,40,2
527,FR75334528,34,2
528,FR75402257,37,2
529,FR75336019,41,2
530,FR75336436,46,2
531,FR75336527,28,2
532,FR75473323,67,2
533,FR75474007,40,2
534,FR75401155,47,2
535,FR75401168,67,2
536,FR75243362,62,2
537,FR75332449,59,2
538,FR75332501,51,2
539,FR75474221,55,2
540,FR75401266,52,2
541,FR75401326,41,2
542,FR75641256,80,2
543,FR75402053,60,2
544,FR75402060,44,2
545,FR75173218,29,2
546,FR75193136,76,2
547,FR75193148,79,2
548,FR53562066,70,2
549,FR53562081,85,2
550,FR53562100,85,2
551,FR53562144,57,2
552,FR75231090,88,2
553,FR53562163,83,2
554,FR75231165,100,2
555,FR53563033,88,2
556,FR75232095,79,2
557,FR75192036,70,2
558,FR75241028,57,2
559,FR76122224,52,2
560,FR76122254,60,2
561,FR76302276,36,2
562,FR76123021,37,2
563,FR76303339,42,2
564,FR76321013,54,2
565,FR76321160,19,2
566,FR76121294,48,2
567,FR76322119,94,2
568,FR76302032,74,2
569,FR76322208,43,2
570,FR76122214,31,2
571,FR75862276,34,2
572,FR75863281,60,2
573,FR75642475,43,2
574,FR75871089,45,2
575,FR75871097,48,2
576,FR75643068,55,2
577,FR76093285,41,2
578,FR75872064,90,2
579,FR75872085,102,2
580,FR75643393,67,2
581,FR75791063,91,2
582,FR75862236,73,2
583,FR76091189,46,2
584,FR76091220,37,2
585,FR84031048,35,2
586,FR84261059,41,2
587,FR84031158,67,2
588,FR84261168,79,2
589,FR84261290,41,2
590,FR76812219,35,2
591,FR84032155,47,2
592,FR76821033,64,2
593,FR76821112,59,2
594,FR76821117,53,2
595,FR84153108,65,2
596,FR76812014,66,2
597,FR76343154,33,2
598,FR76482039,76,2
599,FR76461063,56,2
600,FR76812163,43,2
601,FR76461201,66,2
602,FR76662190,38,2
603,FR76651169,40,2
604,FR76663005,51,2
605,FR76663119,50,2
606,FR76463138,61,2
607,FR76811145,45,2
608,FR76811203,57,2
609,FR76481074,58,2
610,FR76481193,47,2
611,FR93831063,41,2
612,FR84742085,39,2
613,FR93051001,44,2
614,FR93051007,57,2
615,FR93831080,60,2
616,FR93831115,31,2
617,FR93831124,69,2
618,FR84742208,64,2
619,FR84742236,60,2
620,FR93051120,55,2
621,FR93052098,48,2
622,FR93052114,51,2
623,FR93052118,56,2
624,FR93831148,52,2
625,FR93051181,26,2
626,FR93832071,49,2
627,FR93833023,81,2
628,FR93833031,58,2
629,FR84731197,38,2
630,FR93062013,41,2
631,FR93062016,49,2
632,FR93062023,55,2
633,FR93062056,64,2
634,FR93062071,69,2
635,FR93062088,69,2
636,FR93042061,53,2
637,FR93042144,68,2
638,FR93062119,57,2
639,FR93062132,45,2
640,FR93042204,66,2
641,FR93131048,54,2
642,FR84733157,49,2
643,FR93043205,56,2
644,FR93131103,57,2
645,FR93131110,34,2
646,FR84733194,44,2
647,FR84733230,41,2
648,FR84733242,46,2
649,FR84741010,81,2
650,FR93132100,49,2
651,FR93132108,33,2
652,FR84731015,47,2
653,FR93134039,59,2
654,FR93134056,69,2
655,FR93134078,29,2
656,FR93831003,70,2
657,FR84381186,57,2
658,FR84381225,34,2
659,FR84381253,61,2
660,FR84433268,80,2
661,FR84261354,85,2
662,FR84381442,48,2
663,FR84381527,50,2
664,FR84633038,51,2
665,FR84423218,85,2
666,FR84431234,62,2
667,FR84381163,41,2
668,FR942B3123,91,2
669,FR93833113,60,2
670,FR942B3354,64,2
671,FR93841118,56,2
672,FR93843087,51,2
673,FR942A1004,70,2
674,FR942A1040,60,2
675,FR942A4092,60,2
676,FR942A4142,35,2
677,FR942A4269,35,2
678,IT101001093,34,3
679,IT101001197,13,3
680,IT101001201,40,3
681,IT101001202,37,3
682,IT101004190,31,3
683,IT101004203,18,3
684,IT101001115,31,3
685,IT101001258,30,3
686,IT101001165,32,3
687,IT101001288,38,3
688,IT101001313,40,3
689,IT101002002,40,3
690,IT101002148,16,3
691,IT101002156,36,3
692,IT101002158,36,3
693,IT101004006,38,3
694,IT101004012,24,3
695,IT101004067,47,3
696,IT101004110,43,3
697,IT101004130,47,3
698,IT204021068,41,3
699,IT204021074,50,3
700,IT204021077,33,3
701,IT204021080,54,3
702,IT204021082,36,3
703,IT208034046,33,3
704,IT208034049,26,3
705,IT208035003,68,3
706,IT208035020,25,3
707,IT205029046,11,3
708,IT205029052,26,3
709,IT206030003,50,3
710,IT208036011,54,3
711,IT206030027,41,3
712,IT208036026,51,3
713,IT208036031,40,3
714,IT208036033,67,3
715,IT205029002,22,3
716,IT206030033,55,3
717,IT206030040,52,3
718,IT206030041,53,3
719,IT208037012,84,3
720,IT205024085,30,3
721,IT206030073,75,3
722,IT204021092,30,3
723,IT205024116,46,3
724,IT206030081,43,3
725,IT204021111,31,3
726,IT205025011,47,3
727,IT206030124,37,3
728,IT205025034,58,3
729,IT205025044,49,3
730,IT204022087,62,3
731,IT205025065,38,3
732,IT205025072,52,3
733,IT107010005,42,3
734,IT206032006,85,3
735,IT204022118,48,3
736,IT204022145,42,3
737,IT206093044,37,3
738,IT206093046,50,3
739,IT204022179,42,3
740,IT208033016,58,3
741,IT208033028,27,3
742,IT204022210,64,3
743,IT204022230,42,3
744,IT205026092,47,3
745,IT204021006,50,3
746,IT204021011,47,3
747,IT208033043,71,3
